y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
OpenAI,200.98169,1.40258,-100.43678,-0.87982,230.76797,-119.95055,Q3,-0.36542,-0.17878,13.99936,-4.23431,True,954.69007
OpenAI,198.06425,-1.46869,-95.45087,-0.89121,227.89073,-118.08412,nan,-1.62245,0.49818,9.44222,4.54823,True,942.59582
OpenAI,198.47095,-0.66527,-96.50872,-0.88476,228.26824,-116.81327,nan,-1.97876,1.56289,11.84763,-1.47514,True,944.10038
Antrophic,198.50814,0.24775,-97.66481,-0.88655,228.27077,-119.48953,nan,2.12861,-0.59081,8.86778,4.39971,True,943.70828
Mistral,199.49809,1.31361,-98.05931,-0.88688,229.30248,-119.81059,Q4,0.50427,-0.69296,8.35642,-0.2547,True,948.46079
OpenAI,199.75505,-0.7714,-100.92177,-0.88642,229.5567,-118.25069,Q4,-0.41987,0.20675,8.61973,-5.90805,True,948.31435
OpenAI,201.689,0.14797,-104.34347,-0.88524,231.4952,-125.1065,Q2,-1.48092,1.76006,11.98845,-2.77951,True,956.27327
Antrophic,200.23755,-0.15742,-98.16652,-0.88274,229.99634,-121.86562,Q3,0.06473,0.66325,11.92784,7.3388,True,952.10449
Antrophic,200.97875,-0.06321,-100.20779,-0.87979,230.73853,-120.20406,Q3,-0.36787,0.26851,10.28699,2.92586,True,954.78987
Mistral,199.7178,-1.63588,-98.27336,-0.88193,229.52045,-120.15893,Q4,-0.7447,-2.04313,15.79384,-0.03628,True,949.45233
OpenAI,199.97731,-1.475,-99.8661,-0.88818,229.78118,-118.54317,Q4,-0.37962,1.11245,15.05945,-1.38064,True,949.95349
OpenAI,200.40096,-1.18326,-100.80187,-0.89519,230.22717,-123.87387,Q3,1.59532,-0.64412,12.90378,-2.56422,True,951.60387
Mistral,200.06328,-1.18747,-96.31199,-0.89534,229.86026,-122.40919,Q3,1.69239,1.28403,11.71517,-1.89437,True,952.1604
OpenAI,200.18508,-0.30921,-100.38327,-0.88067,229.9664,-121.39068,Q3,-0.97358,0.453,6.41674,0.53465,True,950.73375
OpenAI,197.69196,-0.8797,-92.39141,-0.88881,227.50053,-117.52143,nan,0.23636,-1.40114,8.72812,-5.74124,True,942.26408
OpenAI,199.51877,0.33714,-98.98607,-0.87837,229.29816,-123.65138,Q4,0.86532,0.24977,12.11549,-4.56618,True,948.10084
Antrophic,200.66007,-0.54047,-97.94747,-0.89108,230.45209,-119.07286,Q3,0.13674,-0.5772,8.61566,-3.31819,True,954.3266
OpenAI,200.41609,-0.69887,-102.10343,-0.881,230.20779,-123.06722,Q3,1.40339,0.81543,6.48685,-0.23819,True,951.02873
Antrophic,200.55249,0.42936,-97.09421,-0.90274,230.36486,-120.77585,Q3,-0.13285,0.01475,9.92546,2.96458,True,954.21537
Antrophic,199.99059,0.90167,-102.62629,-0.89129,229.7813,-121.7504,Q4,-0.16409,-0.65676,9.476,4.15673,True,948.63983
Antrophic,199.82441,0.44031,-101.81505,-0.88679,229.61852,-119.21655,Q4,-0.04333,0.0965,14.46759,3.40129,True,948.21453
Mistral,200.49396,0.14568,-101.06961,-0.8921,230.28881,-120.86079,Q3,1.41178,0.29506,7.38257,-4.33492,True,951.93501
OpenAI,198.76258,0.23699,-101.23103,-0.88404,228.55804,-116.08095,nan,0.08215,-0.94683,11.55348,3.67953,True,943.1974
Mistral,202.33736,-1.52592,-105.13029,-0.87801,232.13723,-125.27497,Q1,0.51297,2.00882,12.51257,-0.20141,True,959.12166
Antrophic,198.59095,-0.53339,-101.85122,-0.89557,228.41389,-119.73719,nan,0.45901,1.5238,10.12524,1.91397,True,942.02914
Antrophic,200.17367,0.41489,-104.65226,-0.88943,229.94008,-119.43556,Q3,0.9585,-0.10261,11.93803,-0.2993,True,948.54223
Mistral,199.04038,-0.19428,-100.1363,-0.89391,228.83053,-120.08358,Q4,1.71938,0.54323,11.49918,0.41551,True,945.13376
Antrophic,200.37115,0.14955,-101.24942,-0.89704,230.16813,-122.54892,Q3,0.44623,0.32066,9.54367,2.4793,True,951.23105
OpenAI,200.04853,0.75283,-100.70643,-0.89269,229.87287,-120.28429,Q3,-0.8886,-2.46224,10.99747,-2.29661,True,949.88943
OpenAI,200.2972,0.73962,-101.11292,-0.88847,230.11374,-121.32459,Q3,1.32226,0.05024,11.63557,-4.14379,True,950.92953
Antrophic,199.55982,-0.1469,-101.58737,-0.90585,229.38029,-121.73254,Q4,0.80167,0.44355,10.95069,-0.74009,True,947.0054
Antrophic,200.78631,-0.39219,-101.02559,-0.89193,230.58428,-121.33116,Q3,0.08776,0.05612,12.38307,-0.01707,True,953.41876
Antrophic,198.90913,-0.44161,-94.30617,-0.89755,228.70347,-120.52944,nan,-0.10316,0.16772,11.80014,5.2196,True,947.39257
Antrophic,199.38601,0.22596,-95.44733,-0.88878,229.17121,-117.712,Q4,-0.09237,-0.55058,10.75941,0.42109,True,949.2064
OpenAI,199.70127,-0.51129,-96.53596,-0.89174,229.52334,-119.25038,Q4,1.16359,-2.10518,14.76921,-2.69178,True,950.23835
Antrophic,200.29139,0.60063,-102.26298,-0.89173,230.08438,-121.93211,Q3,-0.88552,0.71541,5.71967,-0.37742,True,950.32545
Antrophic,199.7717,0.91535,-96.62739,-0.90167,229.5846,-122.72169,Q4,-1.23759,-0.80836,14.25814,-0.06279,True,950.54481
Antrophic,198.99535,0.01097,-94.71401,-0.90198,228.82494,-120.37421,nan,-0.03019,-0.2187,8.79423,1.30398,True,947.61976
Antrophic,200.09772,0.26203,-98.84483,-0.90045,229.92651,-118.94574,Q3,-0.72661,-0.42711,12.99264,3.74316,True,951.06616
Mistral,199.25686,0.41329,-98.71626,-0.88917,229.04231,-119.57793,Q4,-2.94111,-0.07208,15.39086,-2.40111,True,946.92616
OpenAI,200.26728,-0.74994,-97.17698,-0.89312,230.09988,-123.28043,Q3,-0.09845,0.09359,9.70146,-2.2572,True,952.74789
Mistral,199.11733,-0.7476,-97.46154,-0.87872,228.90908,-118.04818,Q4,-1.55499,-0.85142,13.37701,0.38545,True,946.85587
Mistral,199.37639,0.90345,-98.18356,-0.88,229.17648,-122.15615,Q4,-0.5539,0.25891,12.87339,2.34997,True,947.79015
Mistral,201.49315,-1.10404,-103.8572,-0.88151,231.28645,-125.80517,Q2,2.03181,0.69558,14.0255,-0.65212,True,955.53715
OpenAI,198.82508,-0.65855,-97.25444,-0.88343,228.61412,-120.58923,nan,0.18722,0.8912,9.09296,1.87833,True,945.4982
OpenAI,200.33374,0.75897,-99.27514,-0.88249,230.11395,-120.39289,Q3,1.11273,0.87013,10.19635,1.98476,True,952.03114
OpenAI,201.14456,-0.85056,-96.84115,-0.88218,230.93699,-123.46831,Q2,-2.99039,1.21288,8.31184,2.31392,True,957.30221
Antrophic,200.46618,0.67234,-102.22252,-0.89086,230.2362,-117.71951,Q3,0.53901,0.06091,10.33608,0.4308,True,951.21962
Antrophic,200.71966,-0.41346,-99.05447,-0.89255,230.49502,-118.42242,Q3,0.47539,-1.29483,8.99161,-0.28671,True,954.07107
Mistral,200.55771,0.13355,-100.43291,-0.87637,230.34574,-120.37101,Q3,0.33957,-0.68108,7.56621,-2.92565,True,952.57208
Antrophic,201.02187,1.43531,-101.84844,-0.88753,230.79065,-122.20393,Q2,-1.05782,-0.3424,8.53599,0.56119,True,954.18511
OpenAI,200.35189,0.57038,-105.6889,-0.89234,230.17534,-121.01122,Q3,1.20033,-1.5448,12.70008,-6.31195,True,948.91499
OpenAI,199.08713,-0.11043,-99.6002,-0.88282,228.88183,-121.18599,Q4,2.26217,0.16569,6.59579,-0.52388,True,945.63555
Antrophic,200.05356,0.30897,-100.68183,-0.89162,229.85452,-117.14689,Q3,0.21614,-0.49033,15.79487,6.83828,True,949.9269
Mistral,199.16684,-0.42675,-99.18458,-0.88316,228.95952,-116.6364,Q4,-0.26458,-0.85611,14.0033,-3.13065,True,946.24193
Mistral,199.91151,0.96788,-97.19595,-0.88482,229.69328,-116.8321,Q4,1.10627,0.78288,8.31398,0.10652,True,950.95959
Antrophic,199.22245,0.91518,-107.03911,-0.89832,229.02552,-120.91154,Q4,-0.551,-0.6455,14.61522,8.91364,True,942.5927
Mistral,199.09555,0.00796,-94.71889,-0.87962,228.87926,-119.02838,Q4,-0.01224,-1.51598,11.99789,3.94646,True,948.11833
Antrophic,200.85473,0.16784,-98.7188,-0.89401,230.63262,-121.40162,Q3,0.14386,0.7901,13.50191,-2.94844,True,954.91427
Antrophic,200.54264,0.50268,-99.41175,-0.88393,230.31421,-119.545,Q3,0.33051,0.23752,15.67902,5.31124,True,953.00732
Antrophic,200.40044,1.0992,-95.95179,-0.89701,230.22956,-120.49547,Q3,-0.47252,-0.24544,10.84113,3.30614,True,954.02629
OpenAI,201.11667,0.00039,-101.71909,-0.88341,230.91666,-118.25151,Q2,0.61281,1.58033,13.54458,-2.15267,True,954.72378
Antrophic,201.40192,0.11473,-101.92688,-0.90046,231.23217,-119.99995,Q2,0.45937,-1.35952,10.82842,-0.91573,True,956.04615
OpenAI,199.29362,-0.44965,-100.59651,-0.88782,229.09541,-118.80229,Q4,-0.05624,-0.49823,10.1304,0.32459,True,946.16987
OpenAI,200.05832,-0.06049,-102.46323,-0.8907,229.87702,-124.09713,Q3,-2.75394,-0.19022,11.70093,-1.72184,True,949.06001
Mistral,200.47478,1.98998,-100.56734,-0.88615,230.26372,-122.61314,Q3,-1.94385,-1.30093,7.78142,-4.84643,True,952.09022
OpenAI,198.64964,-0.01817,-100.22542,-0.89447,228.4819,-119.28221,nan,0.77243,1.16427,12.78899,-2.87822,True,943.13548
OpenAI,200.08513,0.4745,-97.21319,-0.8893,229.89688,-119.57715,Q3,-1.45056,-0.86198,10.60355,-0.67584,True,951.81907
Antrophic,199.60469,-0.44164,-99.34221,-0.90291,229.41491,-120.79474,Q4,-0.50136,1.39225,11.43668,-1.90958,True,948.35235
Mistral,199.59706,0.07136,-105.87923,-0.88295,229.40271,-121.92555,Q4,0.61918,1.06738,11.19791,1.72013,True,945.04568
Antrophic,200.34721,0.42551,-102.57592,-0.89463,230.13289,-122.00748,Q3,0.45479,0.36505,15.77355,3.43658,True,950.44809
Antrophic,200.22802,0.85009,-102.93005,-0.89411,230.00418,-121.0592,Q3,-0.75358,-0.44578,11.51036,4.58161,True,949.67509
Mistral,199.99231,0.26325,-102.55469,-0.88167,229.7973,-122.26993,Q4,0.02929,-0.85765,10.10617,0.21053,True,948.68421
Antrophic,199.74047,1.0554,-94.89017,-0.90412,229.57319,-119.90539,Q4,-0.1476,-0.04333,8.13794,1.42235,True,951.25727
OpenAI,200.32316,-0.80194,-102.28124,-0.88399,230.11478,-123.34839,Q3,-0.01141,0.0899,10.32337,-1.42259,True,950.47521
Antrophic,198.67888,-1.87962,-93.81558,-0.88896,228.47968,-120.50776,nan,-0.10302,0.34143,12.22189,1.97811,True,946.48659
Mistral,198.56891,-1.10528,-95.72674,-0.87645,228.36199,-117.01896,nan,1.16735,-1.37974,9.88351,4.18379,True,944.9812
Mistral,201.1189,-0.08835,-100.8626,-0.88722,230.90457,-121.57917,Q2,-0.79177,-0.29129,18.98754,1.13137,True,955.16321
Antrophic,202.16166,0.22431,-99.70402,-0.89509,231.95339,-121.37255,Q1,-0.3279,0.34979,12.40463,3.60435,True,960.95628
Antrophic,200.79007,-0.27076,-103.2155,-0.89072,230.58259,-121.18835,Q3,-1.36608,-1.9824,12.12458,0.73818,True,952.34261
Antrophic,199.54521,0.88624,-100.34375,-0.89749,229.37296,-121.06482,Q4,-1.02081,-0.12483,10.19439,1.98134,True,947.55417
Antrophic,199.28603,-0.19285,-100.13145,-0.87998,229.04748,-119.82841,Q4,-0.71996,0.21107,10.63861,4.81353,True,946.3644
OpenAI,201.85525,0.15853,-101.46056,-0.89654,231.68447,-126.095,Q2,-1.72895,0.43479,14.18899,-6.25442,True,958.54598
Antrophic,201.06486,1.32464,-104.19412,-0.89155,230.87063,-120.44191,Q2,-0.63048,-0.16616,6.53757,0.33401,True,953.22723
OpenAI,201.08971,-0.73669,-99.65809,-0.89262,230.92177,-120.99566,Q2,0.41421,1.84713,9.3142,3.27663,True,955.61951
Mistral,198.86846,0.08109,-98.62546,-0.88016,228.65217,-122.71993,nan,-0.42184,2.86394,11.87373,-4.97639,True,945.02959
Mistral,199.41667,-1.3831,-91.06362,-0.88044,229.22117,-120.88729,Q4,-1.82084,-1.69165,10.94191,-0.40697,True,951.55154
OpenAI,200.75888,0.22192,-100.11261,-0.88084,230.5456,-120.01062,Q3,-2.34902,1.60474,11.7481,-0.51253,True,953.73808
OpenAI,202.55464,-0.57303,-101.02427,-0.89526,232.37948,-120.90383,Q1,-1.03689,0.107,17.58697,-3.48829,True,962.26107
OpenAI,200.5944,0.46139,-100.37623,-0.88259,230.37619,-123.57901,Q3,0.13068,-2.70028,7.9682,0.25679,True,952.78389
Antrophic,200.06831,-1.05942,-104.46337,-0.88713,229.83227,-120.72216,Q3,0.16787,-1.31092,11.92944,5.38344,True,948.10985
Antrophic,200.92781,0.73987,-102.92015,-0.90404,230.7405,-122.03901,Q3,0.01776,0.73429,14.39515,-0.33512,True,953.17898
Mistral,200.96618,-0.15999,-103.87123,-0.88425,230.75131,-122.24276,Q3,1.36646,-2.04033,5.14457,-2.81612,True,952.89528
Antrophic,199.66061,0.26328,-101.57064,-0.89867,229.47376,-121.48663,Q4,0.84888,-0.03674,12.50444,0.22963,True,947.51774
OpenAI,198.69345,-0.46439,-100.49433,-0.88382,228.48903,-120.3752,nan,0.20398,-2.87898,8.66113,-6.29017,True,943.22006
Antrophic,199.67385,-1.34364,-98.39194,-0.88946,229.47237,-119.24938,Q4,0.30976,0.51361,10.03278,1.4207,True,949.1733
Antrophic,201.44884,-1.17781,-101.22676,-0.88232,231.21315,-122.93798,Q2,-0.25692,0.88733,12.5305,8.88748,True,956.63083
Antrophic,199.29814,0.54653,-103.58141,-0.89134,229.09487,-119.70042,Q4,0.3376,0.42405,7.21576,2.92978,True,944.69998
OpenAI,198.97243,-1.22047,-101.53348,-0.89491,228.80474,-119.11329,nan,-0.41308,-1.34954,15.64433,-2.70318,True,944.09543
Mistral,199.45118,1.59754,-104.14889,-0.88591,229.24799,-121.04107,Q4,2.00717,-2.12135,11.91952,-1.71873,True,945.18147
Antrophic,199.41982,0.14922,-96.40603,-0.88722,229.19996,-120.01682,Q4,-1.44144,-0.39241,9.74372,1.02234,True,948.89609
Mistral,199.89011,-0.55354,-99.54212,-0.88536,229.68042,-121.1134,Q4,0.04808,-1.2001,15.27204,-1.68466,True,949.67948
OpenAI,200.67355,-0.32525,-104.81741,-0.89057,230.48773,-124.11657,Q3,-0.16302,0.9823,9.25316,4.4485,True,950.95905
OpenAI,198.48225,-1.22611,-91.49284,-0.89394,228.31034,-118.6706,nan,0.29072,-0.77432,18.12237,-0.37324,True,946.66483
Antrophic,198.6864,-0.65586,-96.96547,-0.89526,228.46793,-118.71131,nan,-1.21422,-0.16548,13.16224,2.96232,True,944.94926
OpenAI,199.9262,0.55032,-104.49969,-0.88785,229.74191,-121.63669,Q4,0.53921,0.17072,7.64797,-2.71874,True,947.38113
OpenAI,199.61436,-0.1586,-103.41507,-0.89424,229.44668,-117.61166,Q4,-0.02063,0.20042,10.15884,-2.29614,True,946.36428
OpenAI,199.29769,0.37023,-104.49686,-0.87851,229.0771,-122.11103,Q4,2.54853,0.2837,11.61763,-7.35007,True,944.24003
Mistral,199.41684,-0.45337,-97.43765,-0.88286,229.20888,-119.48767,Q4,0.05961,-2.37736,11.80677,-2.30335,True,948.36539
OpenAI,201.45725,-0.50071,-100.24149,-0.88311,231.2519,-120.34986,Q2,-0.97172,-0.74663,8.14579,1.41395,True,957.16551
Antrophic,201.30195,1.08837,-101.20764,-0.89285,231.08502,-123.26882,Q2,-0.63407,1.08509,13.26316,3.08419,True,955.90594
Mistral,198.66279,0.46866,-96.93836,-0.88478,228.46398,-119.25769,nan,-0.17263,-1.21267,7.74185,-0.68701,True,944.84475
OpenAI,199.77165,-0.87012,-102.70022,-0.889,229.58989,-122.93438,Q4,0.2091,0.26436,9.33158,-2.10233,True,947.50814
OpenAI,199.03911,1.20278,-101.33308,-0.88293,228.82262,-121.78479,Q4,-0.00432,-0.50088,8.7054,-1.57684,True,944.52903
Antrophic,198.61587,-1.02034,-98.94316,-0.88846,228.41287,-117.14274,nan,0.05254,0.6038,12.36418,7.80648,True,943.60776
OpenAI,199.97731,0.34266,-97.58067,-0.89674,229.8063,-120.88654,Q4,-0.07475,0.22686,12.12575,0.64648,True,951.09622
Mistral,198.85322,0.05199,-99.68958,-0.87867,228.63834,-117.25634,nan,1.983,1.31905,4.77111,4.20678,True,944.4213
OpenAI,200.48829,0.06307,-98.37484,-0.88359,230.28543,-120.83431,Q3,0.36021,-2.38372,9.63712,-3.6695,True,953.25402
OpenAI,200.0605,0.39205,-100.43223,-0.89254,229.88343,-118.72572,Q3,2.63987,1.29922,13.01641,-1.94387,True,950.08637
Mistral,201.81608,0.34434,-100.92934,-0.89538,231.61195,-120.76371,Q2,1.49226,-2.04733,11.24267,-0.44506,True,958.61574
OpenAI,199.39432,0.82227,-103.08114,-0.88429,229.18505,-118.91208,Q4,-0.41628,1.40136,10.96397,2.85922,True,945.43103
Mistral,200.55009,-0.7722,-95.46849,-0.89198,230.3438,-120.68321,Q3,-1.10131,-0.42262,7.09226,-2.77334,True,955.01618
Antrophic,200.25385,-0.13201,-101.74025,-0.87884,230.02093,-121.29276,Q3,0.6641,2.0184,13.49595,3.3605,True,950.39912
Mistral,199.25403,-0.23788,-98.28693,-0.88498,229.03989,-118.8972,Q4,-1.26905,-1.99843,6.54464,-3.19525,True,947.1267
OpenAI,200.23015,-0.24246,-97.91282,-0.88908,230.04945,-120.78792,Q3,0.44684,-0.17295,9.32339,-5.56631,True,952.19436
OpenAI,201.83859,1.1077,-106.83602,-0.89279,231.66932,-123.55235,Q2,-0.02203,-0.77769,8.21447,-6.26614,True,955.77492
OpenAI,201.78414,0.16181,-102.47568,-0.881,231.57511,-121.49761,Q2,0.52074,-0.3864,14.00104,0.19491,True,957.68284
Mistral,199.90779,-0.69377,-100.0253,-0.89593,229.70808,-120.27612,Q4,-0.30755,-1.42901,8.68734,-3.01726,True,949.52631
OpenAI,199.63068,-0.55284,-96.10366,-0.89405,229.45488,-121.44198,Q4,1.05577,0.65103,10.42687,-1.96676,True,950.10155
Mistral,200.58199,0.91173,-104.54027,-0.8835,230.36678,-119.78565,Q3,-0.7469,0.0846,10.7936,-3.84941,True,950.63979
OpenAI,199.97474,-0.4565,-98.82646,-0.88665,229.78148,-122.05644,Q4,1.31327,-0.31629,8.19869,3.36223,True,950.46047
Mistral,200.07943,0.49197,-104.82789,-0.88307,229.88508,-118.68134,Q3,1.76873,2.68901,11.46906,1.70589,True,947.98318
OpenAI,199.97527,-0.08405,-97.26031,-0.87906,229.76017,-121.92513,Q4,-1.44378,1.02731,13.09744,-1.0286,True,951.2462
OpenAI,201.88633,-1.36097,-102.35067,-0.88666,231.69452,-120.79052,Q2,0.82407,0.89856,12.32521,0.52994,True,958.2563
OpenAI,198.0168,-0.92055,-96.67228,-0.89067,227.83796,-119.18478,nan,0.40275,-0.5587,12.12663,-5.70945,True,941.74788
OpenAI,198.93958,0.80233,-97.6049,-0.88988,228.75634,-117.79036,nan,2.21862,-1.90118,12.00817,1.53729,True,945.89545
Mistral,199.40573,-0.71161,-107.14294,-0.8872,229.2017,-120.00457,Q4,0.16715,-0.79834,12.00141,-1.74218,True,943.4572
Mistral,199.28059,-0.78574,-97.4284,-0.88594,229.06651,-117.98256,Q4,-1.15503,-0.31101,5.77336,4.17686,True,947.68877
Antrophic,200.01922,-0.10116,-99.41486,-0.89701,229.81113,-120.59259,Q3,-0.0369,-1.21793,11.07137,3.83882,True,950.38866
OpenAI,200.89456,-0.08856,-99.0848,-0.88752,230.70077,-119.19645,Q3,-3.04743,-1.28985,16.00793,-0.02991,True,954.93038
Mistral,199.15911,0.37003,-100.64393,-0.89004,228.94393,-121.13875,Q4,0.98689,2.06833,6.79948,-1.52203,True,945.47358
Mistral,198.64774,0.27237,-100.01773,-0.89469,228.44104,-120.88634,nan,-3.2124,-1.48785,10.93777,-4.62177,True,943.22984
Antrophic,201.47911,0.41878,-97.86591,-0.89304,231.26236,-122.62131,Q2,-0.66563,-0.45577,10.77081,0.65972,True,958.46261
OpenAI,201.05484,0.29218,-103.93531,-0.8835,230.85051,-124.68884,Q2,0.80899,0.02761,14.13156,-4.96035,True,953.30656
OpenAI,200.73225,-0.03914,-98.82234,-0.88222,230.52269,-118.959,Q3,2.02483,-1.44489,11.24427,-2.27544,True,954.25006
OpenAI,200.10266,0.57109,-98.93286,-0.8951,229.9256,-123.0836,Q3,1.68826,-2.63224,17.45424,-0.56673,True,951.04687
Mistral,199.29018,-0.48096,-101.15154,-0.8882,229.09313,-122.83095,Q4,-0.02278,0.89574,11.12878,0.6091,True,945.87513
Mistral,201.1381,0.62183,-99.50344,-0.87627,230.91711,-121.05989,Q2,0.03238,-2.34545,9.05484,2.05642,True,955.93879
Mistral,200.46477,-0.23487,-95.63432,-0.88967,230.26032,-121.69663,Q3,-0.82092,-2.01056,16.34797,1.89664,True,954.5067
Antrophic,200.68009,0.69995,-100.49446,-0.89568,230.49625,-121.66467,Q3,-0.81373,1.00255,3.78786,0.95071,True,953.15323
OpenAI,203.09044,-0.49016,-105.70797,-0.8833,232.87364,-123.26745,Q1,-0.65238,0.22815,10.2908,-2.27568,True,962.59823
Antrophic,200.89826,0.87331,-99.38612,-0.90012,230.71806,-123.92145,Q3,-0.1843,0.11668,15.25032,4.36636,True,954.79822
Mistral,201.15149,0.55555,-100.06036,-0.88355,230.93362,-120.99893,Q2,0.84405,-1.33788,13.0263,-2.33026,True,955.72728
Mistral,200.06551,0.1274,-99.74768,-0.88629,229.85187,-121.65093,Q3,0.73531,-0.00767,19.58762,-0.90523,True,950.4537
Antrophic,198.81087,-0.83598,-104.50014,-0.89396,228.60894,-119.05418,nan,1.62644,0.67777,8.23584,-2.02364,True,941.8043
Mistral,199.35987,-0.52087,-104.98992,-0.88043,229.14153,-118.1573,Q4,0.92733,-0.93042,10.95123,-3.93774,True,944.30441
Antrophic,198.33751,-0.34803,-100.4809,-0.89643,228.16344,-122.90745,nan,0.14715,-0.25856,7.75732,3.95285,True,941.44711
OpenAI,201.90011,1.12415,-106.97654,-0.88654,231.71042,-123.03689,Q2,1.34819,1.21303,15.19047,-2.46096,True,956.01228
Antrophic,201.60214,-0.44947,-100.51168,-0.88968,231.38462,-121.50063,Q2,0.83412,-0.00619,11.97509,-1.72093,True,957.75484
Mistral,199.89643,0.98728,-98.68075,-0.88195,229.67946,-120.41599,Q4,-1.11978,-0.19896,8.95151,-3.83167,True,950.1418
OpenAI,200.50956,2.02916,-101.31464,-0.88865,230.32518,-118.27451,Q3,0.29205,1.29126,13.97678,-3.3049,True,951.89046
Mistral,200.38312,-0.55962,-97.37021,-0.8838,230.17377,-119.85002,Q3,-0.37122,0.99032,10.94755,2.24193,True,953.23052
Antrophic,201.2977,-1.83463,-97.44542,-0.89222,231.08628,-122.21305,Q2,0.43997,1.36935,10.63951,-3.41976,True,957.76581
Antrophic,199.42421,-0.42796,-102.60947,-0.90222,229.25731,-121.74402,Q4,-0.15573,-0.22551,11.93259,-1.43832,True,945.81631
Antrophic,200.7696,0.5372,-101.37957,-0.89997,230.58286,-121.62339,Q3,0.30457,0.58118,13.39152,-0.58816,True,953.15822
OpenAI,201.29579,0.52983,-100.42579,-0.88338,231.0892,-122.90545,Q2,-1.70657,2.3402,7.07129,0.12369,True,956.26608
Mistral,201.49752,0.1671,-107.58807,-0.88889,231.28107,-121.12961,Q2,0.56549,0.77158,18.98811,1.63417,True,953.69356
Antrophic,199.05127,-0.12247,-93.50718,-0.90309,228.86727,-122.14979,Q4,1.39482,0.63071,16.13913,-1.92047,True,948.50277
Antrophic,200.54389,-0.42421,-99.69085,-0.8863,230.31242,-118.33384,Q3,0.12758,-0.4049,11.36941,3.45913,True,952.874
Mistral,198.66483,-0.21704,-99.21778,-0.89491,228.45986,-117.66942,nan,1.27698,0.23184,15.29101,-3.04451,True,943.71527
Antrophic,199.92313,-0.34529,-99.48991,-0.8894,229.686,-118.55603,Q4,-0.30813,-0.35771,13.23228,7.11009,True,949.87069
Antrophic,200.2648,0.53641,-97.65067,-0.90447,230.08358,-122.08407,Q3,-1.13636,-1.65984,9.82791,7.58088,True,952.49866
Antrophic,201.61717,-0.68611,-96.0612,-0.89411,231.41574,-124.8256,Q2,0.90716,-0.13174,9.50389,1.35741,True,960.05524
Antrophic,199.45161,-0.54543,-99.88299,-0.89179,229.23588,-119.25462,Q4,0.00765,-0.73308,9.6853,-1.80913,True,947.31656
Mistral,198.08292,-0.46563,-100.2047,-0.89395,227.88739,-118.92771,nan,-0.19248,1.45917,13.8143,-1.56323,True,940.31226
Mistral,199.56204,-0.12599,-99.31916,-0.88396,229.34297,-121.2664,Q4,-3.00091,-2.164,14.10588,-2.9856,True,948.15061
Antrophic,199.39655,0.29313,-103.21394,-0.89364,229.18644,-118.38015,Q4,-0.48534,-0.95002,12.12659,3.24635,True,945.37577
Antrophic,199.4061,0.25851,-99.6715,-0.87986,229.17272,-120.1378,Q4,0.02006,0.01092,9.86084,-4.95038,True,947.19473
OpenAI,197.65362,-0.42458,-99.38697,-0.89,227.47481,-118.68568,nan,-0.60247,1.17989,10.21286,-2.48589,True,938.57461
Antrophic,199.99563,-0.32583,-102.03203,-0.89787,229.8036,-118.91728,Q4,-1.25567,-0.96913,9.16171,6.89902,True,948.96216
Antrophic,198.88058,-0.25327,-100.12856,-0.89594,228.70544,-122.23932,nan,-0.58824,-0.57699,8.67823,0.53874,True,944.3386
Antrophic,199.93185,-0.02112,-99.29966,-0.90873,229.75943,-121.90424,Q4,-1.48268,-0.07253,11.95864,2.15626,True,950.00941
OpenAI,198.44813,0.22195,-100.74894,-0.88939,228.25885,-121.49064,nan,1.07449,-0.19533,12.28515,-8.8292,True,941.86617
Mistral,200.61061,0.68953,-105.86626,-0.88883,230.39554,-124.04992,Q3,2.06895,2.06965,11.63448,-3.1053,True,950.11991
Mistral,198.21392,-0.92932,-97.76755,-0.87987,228.01111,-121.81497,nan,0.90148,-0.57424,15.94826,0.57571,True,942.18582
OpenAI,203.02101,1.07648,-108.18318,-0.8885,232.82211,-121.2328,Q1,0.41193,0.29327,8.97401,-5.04173,True,961.01344
Mistral,200.11752,0.76535,-100.34799,-0.87587,229.90813,-122.36564,Q3,-1.3614,0.36041,13.95064,-1.17223,True,950.41363
Antrophic,198.31998,-1.84666,-97.35952,-0.89485,228.1098,-120.74155,nan,0.89077,-0.26396,6.8516,-2.87839,True,942.92012
Mistral,201.22738,-0.34045,-99.90064,-0.8819,231.02845,-122.32725,Q2,-0.07341,2.09433,8.11849,-4.01434,True,956.18657
Antrophic,199.5399,-0.2251,-100.57203,-0.89277,229.32893,-122.61046,Q4,-0.69101,0.43026,12.25054,3.8025,True,947.4135
Mistral,201.38685,0.69318,-94.48335,-0.88855,231.18035,-121.4928,Q2,0.17,-1.48609,9.41446,1.83372,True,959.69259
Mistral,199.06954,-0.28995,-102.54778,-0.88343,228.85881,-118.12354,Q4,-0.25589,-1.37782,18.95014,3.88897,True,944.0738
Antrophic,200.95775,0.64982,-96.27858,-0.89461,230.73547,-121.35524,Q3,0.3986,-0.76762,8.81925,8.24136,True,956.64944
OpenAI,202.08405,-0.01173,-98.34877,-0.88004,231.86647,-123.40989,Q1,-0.92121,1.5382,8.86786,0.64154,True,961.24587
Mistral,200.82612,-0.4097,-104.44327,-0.8881,230.63031,-124.31326,Q3,-1.41867,-0.02241,14.74514,1.55848,True,951.90894
