x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
200.668,0.31946,-94.39611,-0.88754,230.47949,-124.73533,Q3,0.44682,-0.68534,8.11299,-0.7582,True,956.14192
199.50207,0.07156,-103.15643,-0.89586,229.33519,-123.29802,Q4,1.38432,-0.98081,11.04599,0.23314,True,945.93216
200.81173,0.73809,-104.36132,-0.89721,230.60702,-120.69188,Q3,-1.1164,1.31318,13.99769,3.37621,True,951.87801
199.20157,-0.52223,-97.8407,-0.87913,229.00436,-118.94384,Q4,-0.1286,1.34407,9.84434,-0.08429,True,947.08749
201.21746,0.43323,-99.63777,-0.88882,231.03331,-121.75271,Q2,0.78721,-0.1248,11.63755,1.14178,True,956.26841
201.15556,-0.42128,-101.40218,-0.88539,230.94875,-125.21422,Q2,-1.55051,2.10919,11.58513,3.07588,True,955.07671
200.78491,0.67711,-101.85651,-0.88292,230.58328,-120.28103,Q3,0.94776,-1.28338,9.55894,0.06248,True,952.9963
198.18463,-0.4646,-102.50874,-0.89098,228.00552,-120.04946,Q4,-0.84369,-2.03455,13.30497,-6.0829,True,939.66878
199.47081,0.1579,-99.86989,-0.87716,229.25676,-120.28714,Q4,0.90172,1.13312,10.21145,0.36821,True,947.4191
198.89537,0.06685,-104.62095,-0.896,228.72541,-119.70151,Q4,-0.06111,-0.29068,16.04374,-2.93677,True,942.16638
200.94394,-0.05195,-97.1344,-0.90267,230.76307,-120.79534,Q3,0.82023,-0.21802,6.09267,1.67599,True,956.15248
199.12462,-1.46154,-98.89273,-0.89331,228.92615,-121.33052,Q4,1.44804,1.6991,16.76215,3.18114,True,946.17675
198.87109,-0.81784,-97.04853,-0.90298,228.70183,-119.45032,Q4,-0.47101,1.01495,11.55239,1.05658,True,945.83118
202.31931,-0.60303,-101.29264,-0.87627,232.10669,-125.27866,Q1,1.06488,0.72177,15.26872,-2.60125,True,960.95022
199.38679,0.12524,-106.25158,-0.88949,229.16676,-120.67773,Q4,-0.07583,0.54362,8.15973,-4.56831,True,943.80818
200.95424,-0.73938,-100.75245,-0.88552,230.75943,-124.60291,Q3,-0.6206,1.40425,9.41167,0.20673,True,954.39498
200.41089,-1.12814,-102.0308,-0.89209,230.23386,-122.58829,Q3,-0.81591,0.90108,12.01017,-4.44075,True,951.03903
199.72788,-1.43208,-97.9763,-0.8937,229.51529,-119.96819,Q4,-2.86477875,0.53928,12.94823,-1.21438,True,949.65126
199.4335,1.38074,-102.71568,-0.8832,229.22518,-119.79371,Q4,-2.25164,0.37006,17.90287,-0.79646,True,945.80966
199.49453,0.77343,-102.82401,-0.89042,229.31438,-118.58579,Q4,-1.95356,-1.63705,10.846,-3.71264,True,946.06065
200.89764,0.27385,-99.84916,-0.88129,230.68228,-120.00345,Q3,-0.82604,0.2723,11.27491,-3.40913,True,954.56361
199.21217,-0.05675,-102.05921,-0.88232,229.00737,-118.86602,Q4,1.41452,-0.65154,13.03917,0.94158,True,945.03125
200.67653,0.41755,-103.22722,-0.87928,230.46775,-120.98549,Q3,-0.52729,2.98947875,6.65007,-0.01978,True,951.76905
200.30487,-1.33952,-102.99312,-0.90439,230.11487,-124.43346,Q3,0.20475,0.26169,8.57225,4.87051,True,950.02781
198.41494,0.23982,-96.02341,-0.88064,228.18681,-118.71731,Q4,0.88781,-0.17445,12.41304,2.77751,True,944.06297
200.36538,0.01315,-99.8543,-0.89439,230.19403,-121.43832,Q3,-0.60223,2.64045,10.55135,-2.15955,True,951.89973
200.19058,0.95592,-98.89738,-0.89705,230.02094,-122.62076,Q3,1.24764,0.9416,13.50812,-9.2868,True,951.50422
200.33916,0.15287,-98.23911,-0.89278,230.15678,-123.83152,Q3,1.74095,-1.22155,12.30134,-1.36392,True,952.57625
199.6423,-1.45707,-98.90488,-0.89431,229.42981,-122.18333,Q4,-0.30106,0.19765,13.36817,-3.30422,True,948.75907
197.4184,-0.36217,-101.34437,-0.89817,227.21517,-118.95107,Q4,-1.5685,0.91986,9.96331,5.01899,True,936.52893875
199.86345,-1.21548,-97.37998,-0.88449,229.66242,-120.77333,Q4,-1.17339,1.71857,13.54329,-3.25995,True,950.62727
200.13232,-0.9428,-98.82047,-0.89736,229.94595,-122.01966,Q3,1.24584,0.9654,6.96199,4.96707,True,951.25137
199.59989,0.50875,-99.23891,-0.89082,229.42418,-118.66992,Q4,-1.95573,0.30687,7.61473,-3.9263,True,948.38
200.14704,-0.27215,-96.1592,-0.87571,229.9278,-118.61955,Q3,-1.99579,-1.02381,9.15378,-1.74942,True,952.6556
199.86456,-0.70387,-99.01053,-0.8906,229.67775,-118.4621,Q4,-0.74391,0.21832,8.80891,-5.71206,True,949.81751
201.81764,-0.75977,-102.02796,-0.89447,231.63841,-123.56351,Q2,-0.21988,0.85643,12.03017,3.39201,True,958.07423
200.48221,-0.65816,-101.54732,-0.88894,230.25816,-121.61047,Q3,-0.84069,0.77741,10.51462,4.23965,True,951.63741
199.16452,0.83853,-100.58214,-0.88669,228.97035,-119.50276,Q4,1.54393,-2.73515,10.6388,-5.22514,True,945.53154
200.92511,0.40853,-101.60114,-0.87855,230.7086,-122.69165,Q3,0.06321,-0.04471,11.46958,-4.23867,True,953.82499
201.50209,-0.44992,-102.98789,-0.89196,231.32867,-121.71803,Q2,-1.74968,0.61638,12.0502,-0.24187,True,956.01649
199.57808,0.02922,-96.99084,-0.88151,229.371,-119.67716,Q4,-0.7075,-1.43323,9.94176,0.93484,True,949.39499
201.22053,0.00649,-102.51401,-0.87745,231.01515,-122.52887,Q2,0.97841,-0.96153,10.93544,2.45277,True,954.84563
198.96544,0.6072,-100.0253,-0.90026,228.79666,-120.40208,Q4,0.61258,-0.22256,16.27512,6.66998,True,944.81454
199.66857,-0.20759,-101.59947,-0.90404,229.49941,-123.34072,Q4,-0.12755,1.41038,12.06533,2.59675,True,947.54312
199.00987,-0.22536,-99.92786,-0.89266,228.83313,-117.11516,Q4,-2.84263,-1.03398,8.55308,-3.41155,True,945.08541
199.59248,-0.31592,-100.91964,-0.88486,229.38879,-121.1904,Q4,-2.23923,1.6131,12.98835,-4.27327,True,947.50256
202.0001,-0.11138,-105.02942,-0.88367,231.77664,-123.24972,Q1,0.65447,0.47175,13.68242,4.91387,True,957.4858
199.33453,-0.46842,-101.74432,-0.88863,229.14858,-118.97751,Q4,1.11366,-2.68235,9.84484,-0.96643,True,945.80049
200.60376,0.50888,-101.28804,-0.90437,230.4285,-119.90045,Q3,-0.18686,1.5213,13.34944,4.77785,True,952.37479
200.52417,-0.26407,-99.32265,-0.9033,230.35257,-120.44768,Q3,0.86535,-0.44008,11.52398,2.97355,True,952.95951
200.53058,0.03586,-106.7272,-0.88539,230.31344,-120.38247,Q3,1.25622,-1.16845,4.12285,7.22207,True,949.28929
199.24031,-0.35955,-103.49623,-0.88505,229.03432,-121.33021,Q4,-0.78209,-0.58183,9.67068,-2.17242,True,944.45343
201.75201,0.67855,-100.26449,-0.88487,231.54281,-123.28644,Q2,0.58009,-1.0596,11.32335,-2.94583,True,958.62781
200.36322,0.31263,-100.65825,-0.87932,230.14406,-121.05864,Q3,0.44723,-1.16489,10.27392,-2.71561,True,951.487
199.06322,0.60644,-95.84621,-0.88119,228.86071,-120.60899,Q4,-1.92693,0.99124,13.79863,-0.48629,True,947.39299
199.35712,0.73292,-100.05351,-0.88439,229.13749,-120.25989,Q4,0.43195,-0.42529,10.84707,0.62074,True,946.75882
201.25025,0.83438,-96.49854,-0.90089,231.06062,-125.21559,Q2,0.12473,-0.42859,11.71687,8.595101249999999,True,958.00199
200.65134,0.18126,-100.03336,-0.89127,230.46488,-118.14454,Q3,1.05933,-2.26865,10.40806,-2.2745,True,953.24002
200.62108,-0.21106,-102.91475,-0.90619,230.44017,-121.37632,Q3,0.44017,-0.39266,14.91629,-0.33057,True,951.64802
200.72348,1.30327,-106.20347,-0.87748,230.51721,-118.20288,Q3,2.9427312500000005,2.98947875,10.17895,-0.83742,True,950.51568
199.51223,-0.53806,-101.00139,-0.89927,229.33613,-118.0894,Q4,-1.3029,-1.09608,11.19548,4.02697,True,947.06047
201.19576,-0.77641,-94.28893,-0.89597,231.01986,-119.69497,Q2,0.4411,-0.00024,6.89897,1.93316,True,958.83435
201.11521,-0.98709,-102.02715,-0.87965,230.91915,-123.7187,Q2,-2.14164,-0.6261,13.52112,-0.64549,True,954.56249
200.59643,-1.63813,-102.33695,-0.89774,230.40706,-121.4368,Q3,0.51001,-0.67174,8.35446,-0.96856,True,951.81369
200.01377,0.28151,-101.03518,-0.8781,229.81278,-120.24195,Q3,-0.09816,1.42199,8.38866,4.74632,True,949.55127
199.47787,0.02666,-98.0229,-0.8949,229.27833,-122.37029,Q4,0.01565,0.30378,13.06795,-1.6253,True,948.37788
202.26747,1.33183,-100.55091,-0.87943,232.06708,-125.5558925,Q1,0.08618,-0.40255,12.2299,-2.87627,True,961.06188
199.90848,1.30828,-101.38668,-0.89125,229.69098,-118.47464,Q4,2.15169,1.90327,11.06362,4.12161,True,948.84904
201.24366,1.21293,-98.73711,-0.90757,231.074,-122.66453,Q2,0.9843,0.46524,8.4517,0.77707,True,956.84973
199.45971,0.65379,-105.63995,-0.87934,229.2181,-120.99686,Q4,-0.06492,-1.31412,12.60579,-1.74432,True,944.47855
199.41207,1.32481,-102.97366,-0.87945,229.20213,-120.68212,Q4,1.27803,2.24067,10.56503,-0.96529,True,945.5735
199.87594,-0.12278,-101.39157,-0.88157,229.65924,-121.23572,Q4,-1.22993,1.12453,11.03325,-0.53143,True,948.6839
200.17907,-0.21138,-98.09845,-0.89465,230.0054,-120.51484,Q3,-0.3308,0.99316,14.01027,-5.5102,True,951.84613
201.4317,-0.61106,-97.90461,-0.89592,231.2309,-121.88897,Q2,-0.95378,0.89803,8.72293,-4.81337,True,958.20618
199.65434,-0.00964,-106.90667,-0.89182,229.46983,-122.49124,Q4,1.66486,0.5893,11.04115,-7.31241,True,944.81835
199.4181,0.23543,-100.78763,-0.90176,229.23588,-120.12978,Q4,-0.29718,-0.82085,13.35974,0.75666,True,946.6967
199.23225,-0.35939,-102.67417,-0.89135,229.03045,-118.63144,Q4,-1.72723,0.25541,15.47845,-0.91432,True,944.82419
199.26983,-0.62352,-97.22681,-0.88376,229.06088,-120.56811,Q4,-1.98407,-1.18426,14.41838,-0.22139,True,947.73574
201.55146,0.82693,-97.1709,-0.90363,231.3739,-122.3681,Q2,-0.16078,-0.456,10.71083,8.27693,True,959.17185
200.11456,0.2,-106.76041,-0.89499,229.93737,-119.65868,Q3,0.17776,-0.17379,12.00523,-2.93847,True,947.1926
200.59934,1.15393,-101.08187,-0.88598,230.40838,-120.73883,Q3,-0.57995,1.69237,13.90809,-4.17406,True,952.45578
199.39592,0.55095,-100.88547,-0.90261,229.20707,-122.18883,Q4,0.93373,0.72373,9.01285,1.02971,True,946.53689
199.74799,0.08736,-97.34966,-0.89751,229.58062,-120.94021,Q4,1.0723,-0.29934,7.82918,1.67986,True,950.06511
199.6474,-0.48884,-103.36929,-0.89563,229.45025,-120.30483,Q4,-0.37978,-0.3867,4.76006,2.40614,True,946.55238
199.75902,0.46243,-105.67106,-0.88645,229.53388,-121.09231,Q4,-0.5068,-0.8096,14.13674,4.64934,True,945.95957
200.56351,0.1892,-99.90991,-0.89482,230.38703,-124.90606,Q3,-2.30613,-0.59299,8.52215,-1.71981,True,952.86261
199.94937,0.08448,-99.11005,-0.87729,229.73073,-122.01511,Q4,-1.06909,-1.98927,9.92114,-0.04364,True,950.19181
199.23609,0.188,-98.71738,-0.88503,228.99453,-119.35116,Q4,-0.15517,-0.72297,13.38177,-1.13544,True,946.82177
199.79488,0.36171,-106.31084,-0.88791,229.59222,-119.6041,Q4,0.17861,0.16147,17.84018,1.8429,True,945.81896
199.16036,0.76391,-104.07728,-0.89396,228.94729,-117.76723,Q4,-1.64996,0.61406,8.19428,1.51954,True,943.76317
199.88353,-0.2223,-100.61022,-0.87728,229.67349,-120.61956,Q4,1.03957,0.25685,15.02172,-1.162,True,949.11256
199.25187,-0.04121,-99.73564,-0.89687,229.0363,-119.86549,Q4,-0.15156,0.11124,13.73802,4.80637,True,946.39153
199.34912,0.209,-99.02786,-0.88294,229.13791,-120.0958,Q4,-2.77277,0.25156,12.86859,-0.3534,True,947.23169
199.8173,-0.84426,-96.8109,-0.89266,229.62337,-120.98314,Q4,-1.91907,-2.9744712499999997,9.9278,-4.14708,True,950.68105
200.02879,0.20477,-96.65681,-0.87997,229.83426,-123.31255,Q3,-0.99262,1.17381,9.49236,-0.20452,True,951.81556
199.50847,0.92462,-102.80224,-0.90402,229.33615,-119.34376,Q4,0.53826,-0.10068,9.53948,5.5899,True,946.14123
197.76302,-0.23742,-92.98301,-0.88218,227.55151,-116.57399,Q4,1.9435,-1.85894,12.94699,-3.93166,True,942.32358
200.78784,-0.27882,-96.02744,-0.89774,230.58379,-122.32086,Q3,-0.92227,-0.48953,10.84584,-1.75899,True,955.9255
197.95567,-0.99245,-104.94165,-0.89473,227.77781,-119.87398,Q4,2.05084,-0.3637,10.9095,-4.58209,True,937.3075
200.1398,0.00122,-98.63196,-0.89566,229.96318,-123.29412,Q3,-0.77774,0.36326,10.4669,4.87847,True,951.38304
200.76997,-0.37669,-103.62635,-0.88596,230.57177,-120.50899,Q3,2.10937,-0.27674,13.13615,-3.96841,True,952.0367
199.28131,-0.54495,-97.15473,-0.88658,229.06451,-118.61219,Q4,0.03463,1.35516,12.32084,-4.88672,True,947.8292
200.28161,-1.16909,-98.75369,-0.89719,230.07721,-122.27608,Q3,-1.56085,-0.33283,14.78099,0.7783,True,952.03119
201.62186,1.31697,-103.53365,-0.88929,231.437,-121.65598,Q2,-2.86477875,0.39203,11.50432,-1.54849,True,956.34248
200.94525,1.26955,-104.22976,-0.88489,230.74772,-122.3075,Q3,-2.86477875,0.99576,9.45432,1.94362,True,952.61135
198.3941,-0.46605,-98.93964,-0.8878,228.20518,-120.51854,Q4,0.41643,-0.90665,9.09137,2.2152,True,942.5007
199.59093,-0.53693,-98.81424,-0.89412,229.38037,-120.67,Q4,0.84558,1.10895,8.62558,1.16217,True,948.54752
198.93438,-1.24196,-93.88325,-0.88426,228.71764,-120.78752,Q4,0.26603,0.36704,15.53653,-1.75467,True,947.73029
201.08826,-0.15594,-101.65487,-0.88796,230.89236,-120.95652,Q2,0.33842,1.6922,11.62934,3.05112,True,954.61387
199.74514,0.42094,-99.99694,-0.89131,229.5148,-121.65711,Q4,1.1705,-0.17818,12.57151,3.2617,True,948.72725
200.20285,-0.52406,-103.06925,-0.88532,229.97778,-119.70128,Q3,-0.05516,1.20895,12.13228,4.89494,True,949.47964
202.52277,-0.05992,-97.11287,-0.89355,232.32566,-123.69445,Q1,-2.86477875,-2.02066,17.87761,-1.68555,True,963.28980875
199.5119,-0.11066,-94.05115,-0.89301,229.28742,-115.80291250000002,Q4,-0.35622,0.56514,10.48375,-2.08851,True,950.53394
198.89987,0.11745,-95.30793,-0.88625,228.70522,-117.12199,Q4,1.06134,0.79761,13.68031,-0.44284,True,946.84539
198.67734,0.19831,-97.60028,-0.89106,228.46179,-122.94016,Q4,0.66007,1.28371,10.90336,1.16779,True,944.58656
201.18561,1.2254,-97.76263,-0.88389,230.97318,-124.17225,Q2,0.45748,1.45587,11.73718,1.51411,True,957.04673
198.87951,-0.27866,-95.97362,-0.88936,228.6983,-119.71119,Q4,-2.3368,-0.53787,14.1654,-1.07844,True,946.41076
200.0234,0.54182,-96.63098,-0.8979,229.82771,-119.53631,Q3,-0.91688,-0.58326,14.44527,-0.79136,True,951.80151
200.00172,-0.11478,-103.09121,-0.88832,229.81365,-119.49328,Q3,1.05461,-1.82843,9.22954,-1.26635,True,948.46297
197.27115749999996,0.39987,-99.01417,-0.88647,227.07746625,-117.39882,Q4,0.54637,0.32342,12.22469,7.23757,True,936.52893875
198.66546,-1.13251,-98.36708,-0.88315,228.45477,-119.19882,Q4,-1.55609,1.02179,10.61452,-1.45863,True,944.14375
200.42038,-0.15925,-102.7602,-0.88136,230.20271,-121.59257,Q3,-1.72308,0.34109,11.92759,-3.11827,True,950.7218
201.98492,1.29447,-93.48942,-0.89289,231.80538,-124.22144,Q2,-2.77629,2.48376,12.35054,-1.11796,True,963.1799
200.22199,-0.1081,-102.44191,-0.88902,230.02566,-121.78555,Q3,0.18153,-0.64784,15.67068,-0.98774,True,949.88898
200.41848,1.44979,-95.70418,-0.89221,230.22887,-120.98686,Q3,-0.10135,-0.0681,7.11146,0.11288,True,954.2403
199.66552,-0.53727,-96.20853,-0.88948,229.48007,-118.27985,Q4,-1.08198,2.33945,11.07569,1.76516,True,950.22332
199.13044,-0.53482,-102.59035,-0.89096,228.94361,-121.73328,Q4,-0.85511,0.18676,11.33252,-4.42456,True,944.35703
199.16376,-0.65862,-100.72785,-0.89031,228.98791,-118.11547,Q4,2.66605,-0.0546,8.03169,-3.00935,True,945.45486
199.98606,-0.20123,-96.58113,-0.88144,229.76145,-120.19055,Q4,-1.14849,-0.12001,16.9853,4.02671,True,951.63971
199.67765,-0.62853,-98.96991,-0.88801,229.48293,-116.3352,Q4,-0.97414,1.13277,9.98947,-1.45821,True,948.9033
200.36549,-0.13559,-102.11697,-0.88884,230.14867,-121.83606,Q3,-0.24812,0.19084,8.56005,1.55249,True,950.76894
199.30635,-0.76373,-97.03651,-0.88803,229.07697,-117.86026,Q4,0.35234,1.11888,14.21746,-1.15828,True,948.01348
199.7397,0.31923,-101.46199,-0.89958,229.5708,-121.39098,Q4,1.00624,0.25974,10.144,-2.77332,True,947.96753
199.11118,-0.21251,-101.46753,-0.88936,228.91307,-118.85647,Q4,-0.08445,-0.61766,7.28567,1.62821,True,944.82211
199.36384,-0.86279,-98.29846,-0.90428,229.19579,-119.58934,Q4,-0.52946,-1.55739,7.11329,-3.21567,True,947.66997
199.71256,-0.77747,-101.44037,-0.88409,229.50733,-119.31812,Q4,0.39975,-2.5588,10.92345,-0.57961,True,947.84263
200.05349,1.68934,-103.92454,-0.88862,229.86907,-121.39009,Q3,0.04365,0.35926,13.25146,-6.99686,True,948.30517
200.09187,-1.59835,-94.79783,-0.89984,229.90716,-119.68395,Q3,-1.14106,-0.68247,10.47211,0.40071,True,953.06045
198.41072,-0.35793,-96.8983,-0.88516,228.20857,-119.64298,Q4,0.23877,0.17672,9.62023,-0.89959,True,943.60447
199.56302,-0.45399,-93.66666,-0.88387,229.3552,-118.66087,Q4,1.78804,0.46501,15.26461,-2.52454,True,950.98179
199.74107,0.30291,-94.7295,-0.89573,229.5682,-121.11619,Q4,-0.58766,-0.0768,15.86394,-3.18815,True,951.34058
198.78434,-0.71287,-105.49788,-0.88139,228.57469,-118.02576,Q4,2.22932,-1.22878,10.45869,-0.8803,True,941.17277
199.93514,-0.48599,-99.29791,-0.88678,229.7321,-121.14167,Q4,-0.73024,-0.52427,13.80718,-4.36631,True,950.02676
199.06103,-1.33374,-97.62229,-0.88852,228.86063,-117.92176,Q4,0.54897,-0.63001,5.08322,3.67622,True,946.494
200.41211,0.57022,-100.96646,-0.88971,230.229,-121.99996,Q3,1.33604,-0.71442,14.91605,-2.69989,True,951.57734
199.93956,0.68399,-104.14837,-0.8904,229.74888,-119.09745,Q4,-0.26178,-0.77097,18.267075000000002,1.7722,True,947.62361
199.83937,-0.86427,-97.52175,-0.88049,229.63945,-117.55703,Q4,0.94217,0.79927,8.29193,2.33428,True,950.43597
199.51142,0.81773,-102.5724,-0.88568,229.31497,-119.26254,Q4,0.13198,-0.85082,14.14648,-5.80052,True,946.27089
199.94363,0.1894,-97.4389,-0.89991,229.74772,-122.95095,Q4,-0.40946,0.20423,12.08241,5.50567,True,950.9987
198.49085,-0.45893,-94.3303,-0.88991,228.27144,-115.84352,Q4,-0.01033,0.79853,11.36681,0.27405,True,945.28911
199.49122,-1.04212,-98.64513,-0.88852,229.27989,-119.67779,Q4,-2.26594,-0.8467,8.56769,5.66039,True,948.13355
201.33997,1.30566,-99.91233,-0.87896,231.10279,-124.43271,Q2,-0.39113,-1.08722,14.53467,1.92268,True,956.74367
200.73558,-0.24672,-99.13411,-0.88241,230.52576,-121.11905,Q3,0.47458,-1.86817,9.87543,-3.10547,True,954.11083
198.47012,-1.29686,-102.9533,-0.89472,228.26316,-117.16276,Q4,0.2612,-1.38723,10.88186,-0.02294,True,940.87394
198.90388,-0.13047,-103.56908,-0.87961,228.68342,-117.37112,Q4,1.33063,-0.17365,12.18138,-0.34543,True,942.73484
199.59096,0.11569,-100.31055,-0.8876,229.37911,-118.97545,Q4,0.4193,0.9511,10.03296,1.46887,True,947.79953
200.44412,-1.3543,-98.7624,-0.88484,230.23572,-123.2853,Q3,0.17696,-0.0129,3.705294999999997,-3.04297,True,952.83938
199.17771,-0.23729,-99.66165,-0.88497,228.97827,-123.62819,Q4,0.91629,0.01675,10.20395,-1.21548,True,946.05773
199.46865,0.53373,-96.79267,-0.88774,229.27896,-120.19015,Q4,-1.8163,-0.87744,13.98656,-9.36528875,True,948.94693
199.80875,0.8203,-101.0716,-0.9007,229.63888,-117.99484,Q4,-0.05431,-0.79166,10.10008,-1.44836,True,948.50793
200.87409,0.70676,-105.38888,-0.8911,230.66742,-118.02057,Q3,1.01615,0.81917,10.88643,-0.87728,True,951.67599
200.41877,-0.69666,-99.86161,-0.88859,230.20698,-120.36865,Q3,1.4733,-0.00489,14.45368,-3.60259,True,952.16305
197.6151,-0.23397,-101.04525,-0.8926,227.43989,-117.65245,Q4,1.8034,-1.19285,10.17538,0.9785,True,937.55286
198.19478,-0.07472,-97.85437,-0.8909,228.00861,-120.54827,Q4,-0.94826,0.36693,10.07494,-4.8815,True,942.0467
200.43674,0.47606,-105.87916,-0.88496,230.23265,-119.86546,Q3,0.10024,1.99552,11.63893,-3.08837,True,949.24413
198.81194,-0.42475,-96.69143,-0.88312,228.60228,-117.7732,Q4,1.86011,-0.64006,7.99604,3.81148,True,945.71398
200.52947,1.60335,-102.19035,-0.87729,230.3159,-119.72984,Q3,-0.60399,0.39923,14.18938,-2.18894,True,951.55217
202.60409,-0.10471,-100.23369,-0.88679,232.40587,-121.23134,Q1,0.91081,-0.77293,12.34962,-6.97677,True,962.90362
201.03326,0.11015,-106.43723,-0.88909,230.8467,-120.75232,Q2,-0.7784,0.17587,10.26896,-4.44965,True,951.94768
200.30068,-0.88239,-97.21062,-0.90223,230.10556,-121.03986,Q3,0.23227,0.6038,12.32244,2.26597,True,952.89809
199.13317,-0.78328,-100.90391,-0.88596,228.92672,-120.66268,Q4,-0.51541,-2.9744712499999997,10.42641,3.0672,True,945.21391
199.78636,-0.82918,-95.93808,-0.89622,229.61844,-121.50609,Q4,-0.60084,-0.55489,12.58145,-5.12517,True,950.96278
199.17756,-0.33263,-103.26778,-0.87707,228.9659,-119.76125,Q4,-1.96713,-1.67778,11.55853,2.73613,True,944.25393
198.49638,-0.51987,-100.26194,-0.88859,228.28183,-118.87411,Q4,-2.86477875,-1.41234,8.28252,0.58155,True,942.35093
201.08559,0.5571,-99.0624,-0.89653,230.88349,-122.71435,Q2,-0.20402,0.75289,10.36078,-0.25913,True,955.89676
198.68474,-0.33115,-97.79663,-0.88627,228.48899,-122.58528,Q4,1.04175,-0.06217,9.83836,-1.47223,True,944.5254
199.71804,0.64407,-102.89167,-0.8844,229.50929,-121.83552,Q4,0.58838,0.36805,8.79071,-1.33484,True,947.14437
200.08393,-0.12022,-96.43926,-0.89217,229.90032,-123.77225,Q3,0.57461,0.41606,8.27551,-1.66166,True,952.20004
201.72325,-0.22802,-99.6839,-0.89745,231.53277,-122.12994,Q2,0.3334,0.46498,9.75042,8.595101249999999,True,958.77428
200.37732,-0.30605,-99.19818,-0.89375,230.20742,-117.8225,Q3,-1.57611,2.98947875,6.98069,3.94903,True,952.28753
199.83962,0.20672,-98.44691,-0.88253,229.63298,-121.83501,Q4,0.70463,0.52903,9.4969,-0.61649,True,949.97466
199.43017,-1.15563,-99.93602,-0.89182,229.25117,-119.37131,Q4,1.94842,2.5902,12.0216,-1.38093,True,947.18285
199.64137,-0.00121,-99.32279,-0.893,229.42329,-120.97783,Q4,-0.10133,1.4436,13.09115,1.59185,True,948.54546
201.82046,-0.3629,-102.91183,-0.88944,231.58693,-120.89625,Q2,0.01022,-0.91135,14.11841,3.87337,True,957.64636
198.53409,-0.6542,-100.42667,-0.8966,228.35876,-120.81022,Q4,0.11805,0.66054,13.34361,5.05706,True,942.45711
201.04455,0.55451,-97.67148,-0.89141,230.82784,-122.27957,Q2,1.15952,2.16927,12.01882,-1.5699,True,956.38703
199.04918,-0.00944,-97.03421,-0.89256,228.87968,-117.23784,Q4,-1.47658,0.95457,10.18757,-3.33227,True,946.72879
201.25493,0.07384,-100.92258,-0.88452,231.05357,-121.46269,Q2,-0.66229,-1.29364,7.68694,-9.36528875,True,955.81335
198.95461,-0.55568,-103.24286,-0.89455,228.78006,-117.99395,Q4,1.06345,0.01677,9.51962,-2.36638,True,943.1516
200.69288,-0.20857,-101.36698,-0.88403,230.48046,-121.83384,Q3,1.68818,2.17734,8.81849,-2.56705,True,952.78091
199.96941,0.00396,-94.85958,-0.88031,229.74897,-120.84984,Q4,-2.24526,2.10143,7.14513,-1.92732,True,952.41724
199.7611,-1.75643,-103.84042,-0.89215,229.57927,-118.01945,Q4,-0.11186,-0.18812,9.7242,2.19428,True,946.88527
199.93383,-0.18313,-105.37295,-0.89769,229.75622,-120.09069,Q4,1.44239,-0.46978,5.79919,-3.46163,True,946.98267
201.14151,-0.97549,-98.40909,-0.87732,230.9258,-122.67126,Q2,0.51257,-0.00312,8.70077,-1.29535,True,956.50302
202.08471,0.90746,-102.4785,-0.89847,231.88641,-123.10685,Q1,-0.44237,-0.61014,11.49102,3.94723,True,959.18429
199.8082,-0.85259,-101.69141,-0.88392,229.58462,-118.96591,Q4,-1.03981,0.02259,14.52297,0.24566,True,948.19527
201.16365,-0.13656,-102.94684,-0.89337,230.9456,-123.48029,Q2,0.75679,-0.6406,9.92837,4.77835,True,954.34483
200.30198,-0.01598,-102.56923,-0.87313,230.08323,-121.35875,Q3,-0.33849,0.00601,12.42223,0.8865,True,950.22528
199.63903,-0.30592,-93.23996,-0.90407,229.46184,-117.45853,Q4,0.06437,-0.50229,8.6307,1.34666,True,951.57517
199.09713,0.96638,-98.53662,-0.8783,228.88885,-122.84743,Q4,-1.05762,-1.22642,5.95255,-1.11256,True,946.21736
200.0575,0.16653,-107.12391,-0.87693,229.85011,-120.05961,Q3,1.1538,-0.25058,7.75383,4.67352,True,946.72555
201.15425,0.55734,-101.19682,-0.8815,230.95822,-121.70567,Q2,1.02648,1.41906,14.36952,3.7678,True,955.17282
200.372,0.34699,-100.55082,-0.89761,230.18335,-121.27182,Q3,-0.9258,1.17204,8.34063,2.62355,True,951.5846
199.83493,0.40428,-97.40178,-0.87616,229.61946,-117.77444,Q4,0.61029,0.49762,12.99873,-3.26353,True,950.47374
199.88817,0.3913,-100.28511,-0.88615,229.6823,-120.04916,Q4,0.26825,0.16609,11.88315,-1.83635,True,949.29829
200.3532,-0.36889,-102.06757,-0.88798,230.16309,-121.70059,Q3,0.80868,-1.4235,12.88585,-2.25476,True,950.73221
200.39343,0.66928,-107.15006,-0.88408,230.19405,-120.12568,Q3,-2.46875,0.37076,8.9864,-1.3951,True,948.39212
201.45982,0.88424,-98.30061,-0.8865,231.25809,-123.77753,Q2,-0.20227,0.04892,8.93297,-3.60899,True,958.14878
200.43345,-1.04362,-91.30862249999997,-0.88476,230.22846,-123.38574,Q3,-1.03577,-2.2121,15.30894,-0.5176,True,957.32676
199.89199,0.42803,-99.0426,-0.89711,229.70624,-117.98692,Q4,0.02363,0.07679,8.06952,-1.37338,True,949.93866
